Metric group,Metric,Direction,Reference score,latxa_8b_instruct | P0 translation score,latxa_8b_instruct | P4 SFT translation score,latxa_8b_instruct | P5 GRPO A2 translation score,latxa_8b_instruct | P5 GRPO A3v2 translation score,latxa_8b_instruct | P5 GRPO A3v5 translation score,latxa_8b_instruct | P5 GRPO A5 translation score,salamandrata_7b_instruct | P0 translation score,salamandrata_7b_instruct | P4 SFT translation score,salamandrata_7b_instruct | P5 GRPO A2 translation score,salamandrata_7b_instruct | P5 GRPO A5 translation score
Astred Source Prediction,sacr cross,lower means closer to source structure,,12.264657308009909,14.437552388935456,16.228251507321275,16.698235040895394,18.190364826941067,15.188506747932085,13.623327759197325,15.212836438923395,16.74562526675203,16.077221742881793
Astred Source Prediction,sentence pairs scored,,,2422.0,2386.0,2322.0,2323.0,2138.0,2297.0,2392.0,2415.0,2343.0,2318.0
Astred Source Prediction,seq cross,lower means closer to source structure,,11.099091659785302,13.248113998323554,14.893626184323859,15.281532501076194,16.55846585594013,13.943839791031781,12.49958193979933,13.898136645962733,15.290653008962868,14.73123382226057
Astred Source Prediction,ted,lower means closer to source structure,,16.688274153592072,17.977367979882647,17.345822566752798,17.33448127421438,18.98175865294668,16.707444492816716,16.712374581939798,18.210351966873706,17.65428937259923,17.24072476272649
Astred Source Prediction,word cross,lower means closer to source structure,,14.14822460776218,16.3558256496228,18.599913867355728,19.00774860094705,20.617867165575305,17.240748802786243,15.699832775919733,17.260455486542444,19.064447289799404,18.231665228645383
Astred Source Reference,aligned source ratio,,0.6872185167184537,,,,,,,,,,
Astred Source Reference,aligned target ratio,,0.7780425960647016,,,,,,,,,,
Astred Source Reference,aligned word pairs,,16.559247397918334,,,,,,,,,,
Astred Source Reference,rows eligible,,2498.0,,,,,,,,,,
Astred Source Reference,rows excluded sentence count mismatch,,2.0,,,,,,,,,,
Astred Source Reference,rows failed,,0.0,,,,,,,,,,
Astred Source Reference,rows scored,,2498.0,,,,,,,,,,
Astred Source Reference,rows scored multisentence,,0.0,,,,,,,,,,
Astred Source Reference,rows total,,2500.0,,,,,,,,,,
Astred Source Reference,sacr cross,human reference structural distance from source; comparison baseline,15.0484387510008,,,,,,,,,,
Astred Source Reference,sentence pairs scored,,2498.0,,,,,,,,,,
Astred Source Reference,seq cross,human reference structural distance from source; comparison baseline,13.78702962369896,,,,,,,,,,
Astred Source Reference,ted,human reference structural distance from source; comparison baseline,17.246997598078462,,,,,,,,,,
Astred Source Reference,word cross,human reference structural distance from source; comparison baseline,16.792233787029623,,,,,,,,,,
Frequency Profile Reference,text count,,,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0
Lexical Diversity,mattr 50,closer to reference is better,0.8837418389201783,0.8464442241469005,0.7999144279639078,0.8466641330590315,0.847229132459045,0.8617103307525922,0.8475733422960153,0.8257157754777665,0.8064650996787865,0.8292801181894951,0.8326681973143563
Lexical Diversity,mtld,closer to reference is better,300.9872034781255,169.47801077912536,89.92498344089414,168.86827586835557,167.01251821502873,197.53712980320478,165.00802232453447,124.15286888209585,100.88276562099705,130.26517916505543,134.5979551997051
Lexical Diversity,token count,closer to reference is better,38800.0,38381.0,38613.0,44781.0,44508.0,45128.0,41703.0,38406.0,39275.0,44723.0,43168.0
Lexical Diversity,ttr,closer to reference is better,0.23652061855670103,0.20033349834553554,0.19053168621966696,0.17873651771956856,0.1794508852341152,0.18420936004254565,0.17957940675730763,0.19692235588189344,0.20119669000636536,0.17534601882700177,0.18034191994069682
Lexical Diversity,type count,closer to reference is better,9177.0,7689.0,7357.0,8004.0,7987.0,8313.0,7489.0,7563.0,7902.0,7842.0,7785.0
Lexical Diversity,yules i,closer to reference is better,208.09339321722584,145.04632016269278,118.14322896856791,146.34059554160396,156.17543891184394,179.68533913821753,150.34001498610914,140.90526542642488,125.64825889839628,134.48377074781072,143.0576154528455
Lexical Diversity,yules k,closer to reference is better,48.05534594537145,68.94349328396191,84.64302260318708,68.3337385842266,64.03055480218424,55.65284317552364,66.51589066905416,70.96966866168391,79.58725483085573,74.3584147320824,69.90190608409931
Lexical Frequency Profile,b1 top 1000,closer to reference is better,0.573840206185567,0.6450848075870873,0.6573692797762412,0.6638306424599718,0.6619708816392559,0.6574853749335224,0.6589453996115388,0.6260740509295423,0.6263017186505411,0.6631934351452273,0.6536786508524833
Lexical Frequency Profile,b2 1001 2000,closer to reference is better,0.0818041237113402,0.07277038117818713,0.06837075596301764,0.07141421585047229,0.07389682753662263,0.07223896472256693,0.074766803347481,0.07446753111492996,0.07526416295353278,0.07334033942266843,0.07167346182357302
Lexical Frequency Profile,b3 beyond 2000,closer to reference is better,0.34435567010309276,0.2821448112347255,0.2742599642607412,0.26475514168955583,0.2641322908241215,0.27027566034391065,0.26628779704098027,0.2994584179555278,0.29843411839592615,0.2634662254321043,0.2746478873239437
Morphological Diversity,morph inverse simpson optional,closer to reference is better,2.6083123383432474,2.5396034087563617,2.515705174915763,2.575760438111971,2.562533286380404,2.5725046123106154,2.550666943040681,2.5252188506042037,2.5185476362873866,2.54151087018381,2.5560615040312524
Morphological Diversity,morph shannon entropy,closer to reference is better,0.9830098090814046,0.9681314016736178,0.9535023543248377,0.9780370716816489,0.9734819535974769,0.9725480332881976,0.9731442080459166,0.9584616161306535,0.951667545166031,0.967375890301303,0.9710459000163231
Morphological Diversity,morph simpson d,closer to reference is better,0.44109892192157085,0.4468134682593967,0.4543335088012716,0.44634488160576513,0.4479095233270292,0.4482306714863582,0.4495829712648876,0.453007096192942,0.4573773266990073,0.4514993536334072,0.4486575565034968
Overall,row count,,,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0
Synonym Frequency Analysis,sfa cdu,closer to reference is better,0.34245998594531896,0.3454041340547864,0.3429645304584298,0.34010625849967663,0.34041839314841527,0.33466905615159454,0.34415839195695747,0.3388141916853373,0.33812728441711565,0.33696100885954294,0.33738005372324026
Synonym Frequency Analysis,sfa ptf,closer to reference is better,0.9185215296673063,0.9245099989859129,0.9215401881157287,0.9174755908416896,0.9198865237825941,0.9074502644091558,0.923286318837864,0.9195349229234571,0.9197352640013066,0.917549688241557,0.917016892149154
Synonym Frequency Analysis,sfa syn ttr,closer to reference is better,0.1182717486179808,0.10411764705882352,0.11192610703613148,0.10225072604065828,0.10550738795945781,0.10600794438927508,0.10506145103739924,0.10664587332053743,0.10992268041237113,0.10119465917076599,0.10869565217391304
